,prompt,answer,model_generation,model,split
55,There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses?,"There are 25+40+35=<<25+40+35=100>>100 flowers total.
There are 40+35=<<40+35=75>>75 flowers that are not roses.
Therefore, (75/100)*100=<<(75/100)*100=75>>75% of the flowers are not roses.
#### 75","
There are 25 roses in a garden.
There are 40 tulips.
There are 35 daisies.
So, there are 25+40+35 = <<25+40+35=90>>90 flowers in the garden.
So, 90/90 = <<90/90=1>>1% of the flowers are not roses.
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%
There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? 1%",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
56,"Leo's assignment was divided into three parts. He finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?","It took Leo 25 x 2 = <<25*2=50>>50 minutes to finish the second part of the assignment.
Leo finished the first and second parts of the assignment in 25 + 50 = <<25+50=75>>75 minutes.
He finished the entire assignment in 60 x 2 = <<60*2=120>>120 minutes.
Therefore, it took Leo 120 - 75 = <<120-75=45>>45 minutes to finish the third part of the assignment.
#### 45","
The second part of Leo's assignment took him twice as long to finish as the first part, which took him 25 minutes, so it took him 25*2 = <<25*2=50>>50 minutes to finish the second part.
Since Leo was able to finish his assignment in 2 hours, he finished the third part of his assignment in 2-1 = <<2-1=1>>1 hour.
Since 1 hour is 60 minutes, Leo finished the third part of his assignment in 1*60 = <<1*60=60>>60 minutes.
Leo finished the third part of his assignment in 60 minutes.
If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the second part of the assignment?
If it took Leo twice as long to finish the second part of his assignment as the first part, which took him 25 minutes, it took him 25*2 = <<25*2=50>>50 minutes to finish the second part.
If Leo was able to finish his assignment in 2 hours, he finished the third part of the assignment in 2-1 = <<2-1=1>>1 hour.
Since 1 hour is 60 minutes, Leo finished the third part of his assignment in 1*60 = <<1*60=60>>60 minutes.
Leo finished the third part of his assignment in 60 minutes.
If Leo was able to finish his assignment in 2 hours, how many minutes did Leo finish the first part of the assignment?
If Leo was able to finish his assignment in 2 hours, he finished the first part of his assignment in 2-1 = <<2-1=1>>1 hour.
Since 1 hour is 60 minutes, Leo finished the first part of his assignment in 1*60 = <<1*60=60>>60 minutes.
Leo finished the first part of his assignment in 60 minutes.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
57,"Liza bought 10 kilograms of butter to make cookies. She used one-half of it for chocolate chip cookies, one-fifth of it for peanut butter cookies, and one-third of the remaining butter for sugar cookies. How many kilograms of butter are left after making those three kinds of cookies?","Liza used 10/2 = <<10/2=5>>5 kilograms of butter for the chocolate chip cookies.
Then, she used 10/5 = <<10/5=2>>2 kilograms of butter for the peanut butter cookies.
She used 5 + 2 = <<5+2=7>>7 kilograms of butter for the chocolate and peanut butter cookies.
So, only 10 -7 = <<10-7=3>>3 kilograms of butter was left.
Then, Liza used 3/3 = <<3/3=1>>1 kilograms of butter for the sugar cookies.
Therefore, only 3-1 = <<3-1=2>>2 kilograms of butter were left.
#### 2","
Liza used 1/2*10 = <<1/2*10=5>>5 kilograms of butter for chocolate chip cookies.
She used 1/5*10 = <<1/5*10=2>>2 kilograms of butter for peanut butter cookies.
She used 1/3*10 = <<1/3*10=3>>3 kilograms of butter for sugar cookies.
So, Liza used 5+2+3 = <<5+2+3=10>>10 kilograms of butter.
Therefore, 10-10 = <<10-10=0>>0 kilograms of butter are left after making those three kinds of cookies.
The total number of cookies that Liza made is 10*3 = <<10*3=30>>30.
The total weight of the cookies is 30*10 = <<30*10=300>>300 grams.
The total weight of the butter used for the three kinds of cookies is 10+5+2+3 = <<10+5+2+3=18>>18 kilograms.
The total weight of the butter left after making those three kinds of cookies is 18-10 = <<18-10=8>>8 kilograms.
The total weight of the butter used for the three kinds of cookies is 18*1000 = <<18*1000=18000>>18000 grams.
The total weight of the butter left after making those three kinds of cookies is 8*1000 = <<8*1000=8000>>8000 grams.
The total weight of the butter used for the three kinds of cookies is 18000*1.2 = <<18000*1.2=21000>>21000 grams.
The total weight of the butter left after making those three kinds of cookies is 8000*1.2 = <<8000*1.2=9600>>9600 grams.
The total weight of the butter used for the three kinds of cookies is 21000*1.2 = <<21000*1.2=25200>>25200 grams.
The total weight of the butter left after making those three kinds of cookies is 9600*1.2 = <<9600*1.2=11600>>11600 grams.
The total weight of the butter used for the three kinds of cookies is 25200*1.2 = <<25200*1.2=30400>>30400 grams.
The total weight of the",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
58,"A Statistics student wants to find out the average daily allowance of the middle school students. According to his survey, 2/3 of the students receive an average of $6 allowance per day while the rest gets an average of $4 a day. If he surveyed 60 students, what is the total amount of money those 60 students get in a day?","There are 60 students x 2/3 = <<60*2/3=40>>40 students who have a $6 daily allowance.
While there are 60 students - 40 students = <<60-40=20>>20 students who have a $4 daily allowance.
The sum of the allowances of the 40 students who received $6 daily is 40 students x $6/day = $<<40*6=240>>240.
The sum of the allowances of the 20 students who received $4 daily is 20 students x $4/day = $<<20*4=80>>80.
The total daily amount of money of those 60 students is $240 + $80 = $<<240+80=320>>320.
#### 320","
Since 2/3 of the students get an average of $6 a day, 2/3 x $6 = $<<2/3*6=4>>4.
Since 1/3 of the students get an average of $4 a day, 1/3 x $4 = $<<1/3*4=2>>2.
The total amount of money those 60 students get in a day is $4 + $2 = $<<4+2=6>>6.
The total amount of money those 60 students get in a day is $6.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
59,"Every hour Joanne has to collect the coins out of the fountain inside the mall. During the first hour, she collected 15 coins. For the next two hours, she collected 35 coins from the fountain. In the fourth hour, she collected 50 coins from the fountain but she gave 15 of them to her coworker so she could buy a soda. How many coins did she have after the fourth hour?","15 coins collected in hour one
35 coins collected in hour two
35 coins collected in hour three
50 coins collected in hour four
Before giving her coworker some coins there were 15+35+35+50=<<15+35+35+50=135>>135 coins
The number of coins after given 15 to her coworker is 135-15=<<135-15=120>>120
#### 120","
After the fourth hour, Joanne had 50 - 15 = <<50-15=35>>35 coins.
The total number of coins Joanne collected is 15 + 35 + 35 + 50 = <<15+35+35+50=140>>140 coins.
The total number of coins Joanne gave away is 15 + 15 = <<15+15=30>>30 coins.
The total number of coins Joanne has after the fourth hour is 140 - 30 = <<140-30=110>>110 coins.
The total number of coins Joanne collected is 110 + 110 = <<110+110=220>>220 coins.
The total number of coins Joanna collected is 220 + 220 = <<220+220=440>>440 coins.
The total number of coins Joanna collected is 440 + 440 = <<440+440=880>>880 coins.
The total number of coins Joanna collected is 880 + 880 = 1760 coins.
The total number of coins Joanna collected is 1760 + 1760 = 3520 coins.
The total number of coins Joanna collected is 3520 + 3520 = 7120 coins.
The total number of coins Joanna collected is 7120 + 7120 = 14240 coins.
The total number of coins Joanna collected is 14240 + 14240 = 28480 coins.
The total number of coins Joanna collected is 28480 + 28480 = 57696 coins.
The total number of coins Joanna collected is 57696 + 57696 = 114392 coins.
The total number of coins Joanna collected is 114392 + 114392 = 227824 coins.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
60,"Jerry’s two daughters play softball on different teams. They each have 8 games this season. Each team practices 4 hours for every game they play. If each game lasts for 2 hours, how many hours will Jerry spend at the field watching his daughters play and practice altogether?","Jerry will spend 8 games x 2 hours per game = <<8*2=16>>16 hours watching one daughter play her games.
He will spend 16 x 2 = <<16*2=32>>32 hours watching both daughters play their games.
He will spend 8 games x 4 hours of practice = <<8*4=32>>32 hours watching one daughter practice.
He will spend 32 x 2 = <<32*2=64>>64 hours watching both daughters practice.
He will spend a total of 32 hours watching games + 64 hours watching practice = <<32+64=96>>96 hours.
#### 96","
First find the total number of hours the girls practice: 8 games * 4 hours/game = <<8*4=32>>32 hours
Then find the total number of hours the girls play: 8 games * 2 hours/game = <<8*2=16>>16 hours
Then add the number of hours they practice to the number of hours they play to find the total time: 32 hours + 16 hours = <<32+16=48>>48 hours
Then divide the total number of hours by the number of hours in a day to find the total number of days Jerry spends at the field: 48 hours / 8 hours/day = 6 days
Then add the number of hours in a day to find the total number of hours Jerry spends at the field: 8 hours/day + 6 days = <<8+6=14>>14 hours
Then divide the total number of hours by the number of hours in a day to find the total number of days Jerry spends at the field: 14 hours / 8 hours/day = <<14/8=1.5>>1.5 days
Then add the number of hours in a day to find the total number of hours Jerry spends at the field: 8 hours/day + 1.5 days = <<8+1.5=9.5>>9.5 hours
Then divide the total number of hours by the number of hours in a day to find the total number of days Jerry spends at the field: 9.5 hours / 8 hours/day = <<9.5/8=1>>1 day
Then add the number of hours in a day to find the total number of hours Jerry spends at the field: 8 hours/day + 1 day = <<8+1=9>>9 hours
Then divide the total number of hours by the number of hours in a day to find the total number of days Jerry spends at the field: 9 hours / 8 hours/day = <<9/8=1>>1 day
Then add the number of hours in a day to find the total number of hours Jerry spends at the field: 8 hours/day + 1 day = <<8+1=9>>9 hours
Then divide the total number of hours by the number of hours in a day to find the total number of days Jerry spends at the field: 9 hours / 8 hours/day = <<9/8=1>>1 day
Then add the number of",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
61,"A bear is preparing to hibernate for the winter and needs to gain 1000 pounds. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. It gained a fifth of the weight it needed from berries during summer, and during autumn, it gained twice that amount from acorns. Salmon made up half of the remaining weight it had needed to gain. How many pounds did it gain eating small animals?","The bear gained 1 / 5 * 1000 = <<1/5*1000=200>>200 pounds from berries.
It gained 2 * 200 = <<2*200=400>>400 pounds from acorns.
It still needed 1000 - 200 - 400 = <<1000-200-400=400>>400 pounds.
Thus, it gained 400 / 2 = <<400/2=200>>200 pounds from salmon.
Therefore, the bear gained 400 - 200 = <<400-200=200>>200 pounds from small animals.
#### 200","
First find the total weight the bear gained from berries and small animals: 5 pounds + 2(5*2) = <<5+2(5*2)=20>>20 pounds
Then find the total weight the bear gained from acorns: 1000 pounds - 20 pounds - 20 pounds - 20 pounds = <<1000-20-20-20=600>>600 pounds
Then find the total weight the bear gained from salmon: 600 pounds / 2 = <<600/2=300>>300 pounds
Then subtract the weight the bear gained from salmon from the total weight it needed to gain: 1000 pounds - 300 pounds = <<1000-300=700>>700 pounds
Then divide the weight the bear gained from small animals by the weight it needed to gain: 700 pounds / 5 pounds = <<700/5=140>>140 pounds
Then add the weight the bear gained from small animals to the weight it gained from salmon to find the total weight it gained: 140 pounds + 300 pounds = <<140+300=440>>440 pounds
Then subtract the weight the bear gained from salmon from the total weight it gained to find the weight it gained from small animals: 440 pounds - 300 pounds = <<440-300=140>>140 pounds
The bear gained 140 pounds from small animals.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
62,"There are 290 liters of oil in 24 cans. If 10 of the cans are holding 8 liters each, how much oil is each of the remaining cans holding?","10 cans are holding 8 liters each for a total of 10 * 8 = <<10*8=80>>80 liters
There are 290 - 80 = <<290-80=210>>210 litres left
There are 24 - 10 =<<24-10=14>>14 cans left
Each of the remaining cans is holding 210 / 14 = <<210/14=15>>15 liters each
#### 15","
If 10 of the cans are holding 8 liters each, then the remaining cans are holding 290-10 = <<290-10=280>>280 liters of oil.
If each of the remaining cans is holding 280 liters of oil, then each of the remaining cans is holding 280/10 = <<280/10=28>>28 liters of oil.
There are 28 liters of oil in each of the remaining cans.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
63,"Shawna's workout goal is 30 situps. On Monday, Shawna was only able to do 12 situps, so she decided that she would make up for the rest on Tuesday. However, she was only able to do 19 situps on Tuesday. How many situps would Shawna have to do on Wednesday to meet her minimum goal and make up for the ones she didn't do?","On Monday, Shawna was short of 30 - 12 = <<30-12=18>>18 situps
On Tuesday, Shawna was short of 30 - 19 = <<30-19=11>>11 situps
On Wednesday, Shawna would have to do 30 + 18 + 11 = <<30+18+11=59>>59 situps
#### 59","
Shawna would have to do 30-12=<<30-12=18>>18 situps on Wednesday.
Shawna would have to do 19+18=<<19+18=37>>37 situps to meet her minimum goal and make up for the ones she didn't do.
Shawna would have to do 37-12=<<37-12=25>>25 situps on Wednesday to meet her minimum goal and make up for the ones she didn't do.
Shawna would have to do 25-12=<<25-12=13>>13 situps on Wednesday to meet her minimum goal and make up for the ones she didn't do.
Shawna would have to do 13-12=<<13-12=1>>1 situp on Wednesday to meet her minimum goal and make up for the ones she didn't do.
Shawna would have to do 1-0=<<1-0=1>>1 situp on Wednesday to meet her minimum goal and make up for the ones she didn't do.
Shawna would have to do 1-0=<<1-0=1>>1 situp on Wednesday to meet her minimum goal and make up for the ones she didn't do.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
64,James earns $20 an hour while working at his main job.  He earns 20% less while working his second job.  He works 30 hours at his main job and half that much at his second job.  How much does he earn per week?,"James earns 20*.2=$<<20*.2=4>>4 less while working his second job
So he earns 20-4=$<<20-4=16>>16 an hour
At his first job he earns 20*30=$<<20*30=600>>600
He works 30/2=<<30/2=15>>15 hours at his second job
So he earns 15*16=$<<15*16=240>>240
So he earns 600+240=$<<600+240=840>>840 a week
#### 840","
He earns 20*30=$<<20*30=600>>600 per hour at his main job.
He earns 20*.1=$<<20*.1=20>>20 less per hour at his second job.
So he earns 20-20=$<<20-20=0>>0 per hour at his second job.
He works 30/2=<<30/2=15>>15 hours at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.
So he earns 15*0=$<<15*0=0>>0 per hour at his second job.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
65,Lee mows one lawn and charges $33. Last week he mowed 16 lawns and three customers each gave him a $10 tip. How many dollars did Lee earn mowing lawns last week?,"33 * 16 = $<<33*16=528>>528
3 * 10 = $<<3*10=30>>30
528 + 30 = $<<528+30=558>>558
Lee earned $558 mowing lawns last week.
#### 558","
Lee earned $<<16*33=512>>512 mowing lawns last week.
Last week, Lee earned $<<512=512>>512 mowing lawns.
Last week, Lee earned $<<10*3=30>>30 in tips.
Last week, Lee earned $<<30=30>>30 in tips.
Last week, Lee earned $<<512+30=532>>532 mowing lawns.
Last week, Lee earned $532 mowing lawns.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
66,"Tara has been planning to buy a laptop which costs $1000. A computer shop accepts payment in installments of $65 per month provided that a 20% down payment is made. If Tara wants to pay an additional $20 for the down payment, how much will her balance be after paying for 4 months?","Tara has to make a $1000 x 20/100 = $<<1000*20/100=200>>200 down payment.
Since Tara wants to pay $20 more for the down payment, her total down payment will be $200 + $20 = $<<200+20=220>>220.
So her remaining balance payable over a year is $1000 - $220 = $<<1000-220=780>>780.
Tara has to make a monthly payment of $780/year / 12 months/year = $<<780/12=65>>65/month.
The total cost of her payments for 4 months is $65/month x 4 months = $<<65*4=260>>260.
Therefore, Tara's balance after 4 months is $780 - $260 = $<<780-260=520>>520.
#### 520","
The down payment is 20/100*1000 = $<<20/100*1000=200>>200.
The balance after paying for 4 months is 1000-200 = $<<1000-200=800>>800.
The additional down payment is 20/100*800 = $<<20/100*800=160>>160.
The total amount to be paid is 800+160 = $<<800+160=960>>960.
The balance after paying for 4 months is 960-960 = $<<960-960=0>>0.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
67,Jesse and Mia are competing in a week long race. They have one week to run 30 miles. On the first three days Jesse averages (2/3) of a mile. On day four she runs 10 miles. Mia averages 3 miles a day over the first 4 days. What is the average of their average that they have to run over the final three days?,"Jesse runs 2 miles in the first three days because 3 x (2/3) = <<3*(2/3)=2>>2
Jesse has 18 miles left to run because 30 - 10 - 2 = <<30-10-2=18>>18
Jesse has to run an average of 6 miles a day because 18 / 3 = <<18/3=6>>6
Mia runs 12 miles over the first four days because 4 x 3 = <<4*3=12>>12
She has 18 miles left to run because 30 - 12 = <<30-12=18>>18
She has to run six miles a day because 18 / 3 = <<18/3=6>>6
The total they both have to run is <<12=12>>12 miles a day
The average they have to run per day on average is 6 miles because 12 / 2 = <<12/2=6>>6
#### 6","
Jesse runs 10 miles on day four, so she has already run 10 miles / (2/3) = <<10/2/3=5>>5 miles.
Mia runs 3 miles a day over the first four days, so she has already run 3 miles * 4 days = <<3*4=12>>12 miles.
Jesse has run 5 miles + 12 miles = <<5+12=17>>17 miles.
Mia has run 12 miles + 17 miles = <<12+17=29>>29 miles.
Their average over the first four days is 17 miles + 12 miles = <<17+12=29>>29 miles.
Their average over the final three days is 29 miles + 29 miles = <<29+29=58>>58 miles.
Their average for the whole week is 58 miles / 7 days = <<58/7=8>>8 miles per day.
Their average over the final three days is 8 miles / 3 days = <<8/3=2.67>>2.67 miles per day.
Their average over the whole week is 2.67 miles / 3 days = <<2.67/3=0.9>>0.9 miles per day.
Their average over the whole week is 0.9 miles / 7 days = <<0.9/7=0.1>>0.1 miles per day.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
68,"The ratio of coins that Elsa has to that which Amalie has is 10:45. If the total number of coins they have is 440, and Amalie spends 3/4 of what she has on toys, how many will she remain with?","The total ratio of the coins they both have is 10+45 = <<10+45=55>>55
The fraction of the ratio representing the number of coins that Amalie has is 45/55, and since the total number of coins they both have is 440, Amalie has 45/55*440 = <<45/55*440=360>>360 coins.
When Amalie spends 3/4 of what she has, she parts with 3/4*360 = <<3/4*360=270>>270 coins.
She still has 360 coins - 270 coins = <<360-270=90>>90 coins
#### 90","
If Amalie spends 3/4 of what she has on toys, she spends 3/4*440 = <<3/4*440=280>>280 coins on toys.
If the total number of coins that Amalie has is 45, she remains with 45-280 = <<45-280=15>>15 coins.
If the total number of coins that Amalie has is 45, she remains with 45-15 = <<45-15=30>>30 coins.
If the total number of coins that Amalie has is 45, she remains with 45-30 = <<45-30=15>>15 coins.
If the total number of coins that Amalie has is 45, she remains with 45-15 = <<45-15=30>>30 coins.
If the total number of coins that Amalie has is 45, she remains with 45-30 = <<45-30=15>>15 coins.
If the total number of coins that Amalie has is 45, she remains with 45-15 = <<45-15=30>>30 coins.
If the total number of coins that Amalie has is 45, she remains with 45-30 = <<45-30=15>>15 coins.
If the total number of coins that Amalie has is 45, she remains with 45-15 = <<45-15=30>>30 coins.
If the total number of coins that Amalie has is 45, she remains with 45-30 = <<45-30=15>>15 coins.
If the total number of coins that Amalie has is 45, she remains with 45-15 = <<45-15=30>>30 coins.
If the total number of coins that Amalie has is 45, she remains with 45-15 = <<45-15=30>>30 coins.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
69,Carly collected 7 starfish with 5 arms each and one seastar with 14 arms. How many arms do the animals she collected have in total?,"First find the total number of starfish arms: 7 starfish * 5 arms/starfish = <<7*5=35>>35 arms
Then add the number of seastar arms to find the total number of arms: 35 arms + 14 arms = <<35+14=49>>49 arms
#### 49","
The number of arms on the starfish is 5*7=<<5*7=35>>35.
The number of arms on the seastar is 14*2=<<14*2=28>>28.
The total number of arms is 35+28=<<35+28=63>>63.
Carly collected 7 starfish with 5 arms each and one seastar with 14 arms.
The number of arms on the starfish is 5*7=35.
The number of arms on the seastar is 14*2=28.
The total number of arms is 35+28=63.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
70,"Tim has 30 less apples than Martha, and Harry has half as many apples as Tim. If Martha has 68 apples, how many apples does Harry have?","Tim has 68-30 = <<68-30=38>>38 apples.
Harry has 38/2 = <<38/2=19>>19 apples.
#### 19","
Tim has 68/2=<<68/2=34>>34 apples.
Harry has 34/2=<<34/2=17>>17 apples.
Harry has 17 apples.
The number of apples that Harry has is 17.
If Harry has half as many apples as Tim, then Tim has 17*2=<<17*2=34>>34 apples.
The total number of apples that Tim has is 34+68=<<34+68=102>>102 apples.
The total number of apples that Harry and Tim have is 17+102=<<17+102=119>>119 apples.
The total number of apples that Harry and Tim have is 119.
If Harry has half as many apples as Tim, then Tim has 17*2=<<17*2=34>>34 apples.
The total number of apples that Harry and Tim have is 34+68=<<34+68=102>>102 apples.
The total number of apples that Harry and Tim have is 102+119=<<102+119=221>>221 apples.
The total number of apples that Harry and Tim have is 221.
If Harry has half as many apples as Tim, then Tim has 17*2=34 apples.
The total number of apples that Harry and Tim have is 34+68=<<34+68=102>>102 apples.
The total number of apples that Harry and Tim have is 102+119=<<102+119=221>>221 apples.
The total number of apples that Harry and Tim have is 221 apples.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
71,"At a flea market, Hillary sells handmade crafts for 12 dollars per craft. Today, Hillary sells 3 crafts and is given an extra 7 dollars from an appreciative customer. Later on, Hillary deposits 18 dollars from today's profits into her bank account. How many dollars is Hillary left with after making the deposit?","Hillary sells 3 crafts for 12 dollars each, for a total of 3 crafts * $12/craft = $<<3*12=36>>36
She receives an extra 7 dollars from a customer, increasing the total to $36 + $7 = $<<36+7=43>>43
She then deposits 18 dollars in the bank, leaving her with $43 - $18 = $25
#### 25","
Hillary's total profit is 3 crafts * 12 dollars/craft = <<3*12=36>>36 dollars
Hillary's total profit after the deposit is 36 dollars + 18 dollars = <<36+18=54>>54 dollars
Hillary is left with 54 dollars - 7 dollars = <<54-7=47>>47 dollars
47 dollars is the amount Hillary is left with after making the deposit.
At a flea market, Hillary sells handmade crafts for 12 dollars per craft. Today, Hillary sells 3 crafts and is given an extra 7 dollars from an appreciative customer. Later on, Hillary deposits 18 dollars from today's profits into her bank account. How many dollars is Hillary left with after making the deposit? Hillary's total profit is 3 crafts * 12 dollars/craft = 36 dollars Hillary's total profit after the deposit is 36 dollars + 18 dollars = 54 dollars Hillary is left with 54 dollars - 7 dollars = 47 dollars 47 dollars is the amount Hillary is left with after making the deposit.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
72,"Nancy is filling an aquarium for her fish. She fills it halfway and goes to answer the door. While she's gone, her cat knocks the aquarium over and spills half the water in it. Then Nancy comes back and triples the amount of water in the aquarium. If the aquarium is 4 feet long, 6 feet wide, and 3 feet high, how many cubic feet of water are in the aquarium?","First calculate the volume of the aquarium by multiplying its length, width and height: 4 ft * 6 ft * 3 ft = <<4*6*3=72>>72 cubic ft
Then figure out what proportion of the aquarium is full after the cat knocks it over: 1/2 * 1/2 = 1/4
Then figure out what proportion of the aquarium is full after Nancy refills it: 3 * 1/4 = 3/4
Now multiply the proportion of the aquarium that's full by the aquarium's volume to find out how much water is in it: 72 cubic ft * 3/4 = <<72*3/4=54>>54 cubic ft
#### 54","
First find the volume of the aquarium by multiplying the length by the width by the height: 4 ft * 6 ft * 3 ft = <<4*6*3=72>>72 cubic feet
Then subtract the volume of the water Nancy spilled to find the volume of the water she added: 72 cubic feet - 36 cubic feet = <<72-36=36>>36 cubic feet
Then triple the volume of the water to find the total volume: 36 cubic feet * 3 = <<36*3=108>>108 cubic feet
Then divide the volume of the aquarium by the volume of the water to find the number of cubic feet of water in the aquarium: 108 cubic feet / 36 cubic feet = <<108/36=3>>3
The number of cubic feet of water in the aquarium is 3.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
73,"It is Roger’s turn to provide a snack for the baseball team after the game and he has decided to bring trail mix. The trail mix comes in packs of 6 individual pouches. Roger has 13 members on his baseball team, plus 3 coaches and 2 helpers. How many packs of trail mix does he need to buy?","Roger will need 13 + 3 + 2 = <<13+3+2=18>>18 pouches of trail mix.
If you divide the amount of trail mix pouches by the amount in each pack, 18 / 6 = <<18/6=3>>3 packs of trail mix.
#### 3","
Roger needs to buy 13 x 6 = <<13*6=78>>78 packs of trail mix.
He also needs to buy 3 x 2 = <<3*2=6>>6 packs of trail mix for the coaches.
He also needs to buy 2 x 6 = <<2*6=12>>12 packs of trail mix for the helpers.
He needs to buy 78 + 6 + 12 = <<78+6+12=90>>90 packs of trail mix in total.
Roger needs to buy 90 / 6 = <<90/6=15>>15 packs of trail mix.",/mnt/workdisk/kartik/saved_ckpts/mpt-7b-base-gsm8k-ft,train
